Date,equity,npos,cash
2016-05-18,0.9741257550920625,0,0.9741257550920625
2016-05-19,0.9741257550920625,0,0.9741257550920625
2016-05-20,0.9741257550920625,0,0.9741257550920625
2016-05-23,0.9741257550920625,0,0.9741257550920625
2016-05-24,0.9741257550920625,0,0.9741257550920625
2016-05-25,0.9741257550920625,0,0.9741257550920625
2016-05-26,0.9741257550920625,0,0.9741257550920625
2016-05-27,0.9741257550920625,0,0.9741257550920625
2016-05-30,0.9741257550920625,0,0.9741257550920625
2016-05-31,0.9741257550920625,0,0.9741257550920625
2016-06-01,0.9741257550920625,0,0.9741257550920625
2016-06-02,0.9741257550920625,0,0.9741257550920625
2016-06-03,0.9741257550920625,0,0.9741257550920625
2016-06-07,0.9741257550920625,0,0.9741257550920625
2016-06-08,0.9741257550920625,0,0.9741257550920625
2016-06-09,0.9741257550920625,0,0.9741257550920625
2016-06-10,0.9741257550920625,0,0.9741257550920625
2016-06-13,0.9741257550920625,0,0.9741257550920625
2016-06-14,0.9741257550920625,0,0.9741257550920625
2016-06-15,0.9741257550920625,0,0.9741257550920625
2016-06-16,0.9741257550920625,0,0.9741257550920625
2016-06-17,0.9741257550920625,0,0.9741257550920625
2016-06-20,0.9741257550920625,0,0.9741257550920625
2016-06-21,0.9741257550920625,0,0.9741257550920625
2016-06-22,0.9741257550920625,0,0.9741257550920625
2016-06-23,0.9741257550920625,0,0.9741257550920625
2016-06-24,0.9741257550920625,0,0.9741257550920625
2016-06-27,0.9741257550920625,0,0.9741257550920625
2016-06-28,0.9741257550920625,0,0.9741257550920625
2016-06-29,0.9741257550920625,0,0.9741257550920625
2016-06-30,0.9741257550920625,0,0.9741257550920625
2016-07-01,0.9741257550920625,0,0.9741257550920625
2016-07-04,0.9741257550920625,0,0.9741257550920625
2016-07-05,0.9741257550920625,0,0.9741257550920625
2016-07-06,0.9741257550920625,0,0.9741257550920625
2016-07-07,0.9741257550920625,0,0.9741257550920625
2016-07-08,0.9741257550920625,0,0.9741257550920625
2016-07-11,0.9741257550920625,0,0.9741257550920625
2016-07-12,0.9741257550920625,0,0.9741257550920625
2016-07-13,0.9741257550920625,0,0.9741257550920625
2016-07-14,0.9741257550920625,0,0.9741257550920625
2016-07-15,0.9741257550920625,0,0.9741257550920625
2016-07-18,0.9741257550920625,0,0.9741257550920625
2016-07-19,0.9741257550920625,0,0.9741257550920625
2016-07-20,0.9741257550920625,0,0.9741257550920625
2016-07-21,0.9741257550920625,0,0.9741257550920625
2016-07-22,0.9741257550920625,0,0.9741257550920625
2016-07-25,0.9741257550920625,0,0.9741257550920625
2016-07-26,0.9741257550920625,0,0.9741257550920625
2016-07-27,0.9741257550920625,0,0.9741257550920625
2016-07-28,0.9741257550920625,0,0.9741257550920625
2016-07-29,0.9741257550920625,0,0.9741257550920625
2016-08-01,0.9741257550920625,0,0.9741257550920625
2016-08-02,0.9741257550920625,0,0.9741257550920625
2016-08-03,0.9741257550920625,0,0.9741257550920625
2016-08-04,0.9741257550920625,0,0.9741257550920625
2016-08-05,0.9741257550920625,0,0.9741257550920625
2016-08-08,0.9741257550920625,0,0.9741257550920625
2016-08-09,0.9741257550920625,0,0.9741257550920625
2016-08-10,0.9741257550920625,0,0.9741257550920625
2016-08-11,0.9741257550920625,0,0.9741257550920625
2016-08-12,0.9741257550920625,0,0.9741257550920625
2016-08-16,0.9741257550920625,0,0.9741257550920625
2016-08-17,0.9741257550920625,0,0.9741257550920625
2016-08-18,0.9741257550920625,0,0.9741257550920625
2016-08-19,0.9741257550920625,0,0.9741257550920625
2016-08-22,0.9741257550920625,0,0.9741257550920625
2016-08-23,0.9741257550920625,0,0.9741257550920625
2016-08-24,0.9741257550920625,0,0.9741257550920625
2016-08-25,0.9741257550920625,0,0.9741257550920625
2016-08-26,0.9741257550920625,0,0.9741257550920625
2016-08-29,0.9741257550920625,0,0.9741257550920625
2016-08-30,0.9741257550920625,0,0.9741257550920625
2016-08-31,0.9741257550920625,0,0.9741257550920625
2016-09-01,0.9741257550920625,0,0.9741257550920625
2016-09-02,0.9741257550920625,0,0.9741257550920625
2016-09-05,0.9741257550920625,0,0.9741257550920625
2016-09-06,0.9741257550920625,0,0.9741257550920625
2016-09-07,0.9741257550920625,0,0.9741257550920625
2016-09-08,0.9741257550920625,0,0.9741257550920625
2016-09-09,0.9741257550920625,0,0.9741257550920625
2016-09-12,0.9741257550920625,0,0.9741257550920625
2016-09-13,0.9741257550920625,0,0.9741257550920625
2016-09-19,0.9741257550920625,0,0.9741257550920625
2016-09-20,0.9741257550920625,0,0.9741257550920625
2016-09-21,0.9741257550920625,0,0.9741257550920625
2016-09-22,0.9741257550920625,0,0.9741257550920625
2016-09-23,0.9741257550920625,0,0.9741257550920625
2016-09-26,0.9741257550920625,0,0.9741257550920625
2016-09-27,0.9741257550920625,0,0.9741257550920625
2016-09-28,0.9741257550920625,0,0.9741257550920625
2016-09-29,0.9741257550920625,0,0.9741257550920625
2016-09-30,0.9741257550920625,0,0.9741257550920625
2016-10-04,0.9741257550920625,0,0.9741257550920625
2016-10-05,0.9741257550920625,0,0.9741257550920625
2016-10-06,0.9741257550920625,0,0.9741257550920625
2016-10-07,0.9741257550920625,0,0.9741257550920625
2016-10-10,0.9741257550920625,0,0.9741257550920625
2016-10-11,0.9741257550920625,0,0.9741257550920625
2016-10-12,0.9741257550920625,0,0.9741257550920625
2016-10-13,0.9741257550920625,0,0.9741257550920625
2016-10-14,0.9741257550920625,0,0.9741257550920625
2016-10-17,0.9741257550920625,0,0.9741257550920625
2016-10-18,0.9741257550920625,0,0.9741257550920625
2016-10-19,0.9741257550920625,0,0.9741257550920625
2016-10-20,0.9741257550920625,0,0.9741257550920625
2016-10-21,0.9741257550920625,0,0.9741257550920625
2016-10-24,0.9741257550920625,0,0.9741257550920625
2016-10-25,0.9741257550920625,0,0.9741257550920625
2016-10-26,0.9741257550920625,0,0.9741257550920625
2016-10-27,0.9741257550920625,0,0.9741257550920625
2016-10-28,0.9741257550920625,0,0.9741257550920625
2016-10-31,0.9741257550920625,0,0.9741257550920625
2016-11-01,0.9741257550920625,0,0.9741257550920625
2016-11-02,0.9741257550920625,0,0.9741257550920625
2016-11-03,0.9741257550920625,0,0.9741257550920625
2016-11-04,0.9741257550920625,0,0.9741257550920625
2016-11-07,0.9741257550920625,0,0.9741257550920625
2016-11-08,0.9741257550920625,0,0.9741257550920625
2016-11-09,0.9741257550920625,0,0.9741257550920625
2016-11-10,0.9741257550920625,0,0.9741257550920625
2016-11-11,0.9741257550920625,0,0.9741257550920625
2016-11-14,0.9741257550920625,0,0.9741257550920625
2016-11-15,0.9741257550920625,0,0.9741257550920625
2016-11-16,0.9741257550920625,0,0.9741257550920625
2016-11-17,0.9741257550920625,0,0.9741257550920625
2016-11-18,0.9741257550920625,0,0.9741257550920625
2016-11-21,0.9741257550920625,0,0.9741257550920625
2016-11-22,0.9741257550920625,0,0.9741257550920625
2016-11-23,0.9741257550920625,0,0.9741257550920625
2016-11-24,0.9741257550920625,0,0.9741257550920625
2016-11-25,0.9741257550920625,0,0.9741257550920625
2016-11-28,0.9741257550920625,0,0.9741257550920625
2016-11-29,0.9741257550920625,0,0.9741257550920625
2016-11-30,0.9741257550920625,0,0.9741257550920625
2016-12-01,0.9741257550920625,0,0.9741257550920625
2016-12-02,0.9741257550920625,0,0.9741257550920625
2016-12-05,0.9741257550920625,0,0.9741257550920625
2016-12-06,0.9741257550920625,0,0.9741257550920625
2016-12-07,0.9741257550920625,0,0.9741257550920625
2016-12-08,0.9741257550920625,0,0.9741257550920625
2016-12-09,0.9741257550920625,0,0.9741257550920625
2016-12-12,0.9741257550920625,0,0.9741257550920625
2016-12-13,0.9741257550920625,0,0.9741257550920625
2016-12-14,0.9741257550920625,0,0.9741257550920625
2016-12-15,0.9741257550920625,0,0.9741257550920625
2016-12-16,0.9741257550920625,0,0.9741257550920625
2016-12-19,0.9741257550920625,0,0.9741257550920625
2016-12-20,0.9741257550920625,0,0.9741257550920625
2016-12-21,0.9741257550920625,0,0.9741257550920625
2016-12-22,0.9741257550920625,0,0.9741257550920625
2016-12-23,0.9741257550920625,0,0.9741257550920625
2016-12-26,0.9741257550920625,0,0.9741257550920625
2016-12-27,0.9741257550920625,0,0.9741257550920625
2016-12-28,0.9741257550920625,0,0.9741257550920625
2016-12-29,0.9741257550920625,0,0.9741257550920625
2017-01-02,0.9741257550920625,0,0.9741257550920625
2017-01-03,0.9741257550920625,0,0.9741257550920625
2017-01-04,0.9741257550920625,0,0.9741257550920625
2017-01-05,0.9741257550920625,0,0.9741257550920625
2017-01-06,0.9741257550920625,0,0.9741257550920625
2017-01-09,0.9741257550920625,0,0.9741257550920625
2017-01-10,0.9741257550920625,0,0.9741257550920625
2017-01-11,0.9741257550920625,0,0.9741257550920625
2017-01-12,0.9741257550920625,0,0.9741257550920625
2017-01-13,0.9741257550920625,0,0.9741257550920625
2017-01-16,0.9741257550920625,0,0.9741257550920625
2017-01-17,0.9741257550920625,0,0.9741257550920625
2017-01-18,0.9741257550920625,0,0.9741257550920625
2017-01-19,0.9741257550920625,0,0.9741257550920625
2017-01-20,0.9741257550920625,0,0.9741257550920625
2017-01-23,0.9741257550920625,0,0.9741257550920625
2017-01-24,0.9741257550920625,0,0.9741257550920625
2017-01-25,0.9741257550920625,0,0.9741257550920625
2017-01-26,0.9741257550920625,0,0.9741257550920625
2017-01-31,0.9741257550920625,0,0.9741257550920625
2017-02-01,0.9741257550920625,0,0.9741257550920625
2017-02-02,0.9741257550920625,0,0.9741257550920625
2017-02-03,0.9741257550920625,0,0.9741257550920625
2017-02-06,0.9741257550920625,0,0.9741257550920625
2017-02-07,0.9741257550920625,0,0.9741257550920625
2017-02-08,0.9741257550920625,0,0.9741257550920625
2017-02-09,0.9741257550920625,0,0.9741257550920625
2017-02-10,0.9741257550920625,0,0.9741257550920625
2017-02-13,0.9741257550920625,0,0.9741257550920625
2017-02-14,0.9741257550920625,0,0.9741257550920625
2017-02-15,0.9741257550920625,0,0.9741257550920625
2017-02-16,0.9741257550920625,0,0.9741257550920625
2017-02-17,0.9741257550920625,0,0.9741257550920625
2017-02-20,0.9741257550920625,0,0.9741257550920625
2017-02-21,0.9741257550920625,0,0.9741257550920625
2017-02-22,0.9741257550920625,0,0.9741257550920625
2017-02-23,0.9741257550920625,0,0.9741257550920625
2017-02-24,0.9741257550920625,0,0.9741257550920625
2017-02-27,0.9741257550920625,0,0.9741257550920625
2017-02-28,0.9741257550920625,0,0.9741257550920625
2017-03-02,0.9741257550920625,0,0.9741257550920625
2017-03-03,0.9741257550920625,0,0.9741257550920625
2017-03-06,0.9741257550920625,0,0.9741257550920625
2017-03-07,0.9741257550920625,0,0.9741257550920625
2017-03-08,0.9741257550920625,0,0.9741257550920625
2017-03-09,0.9741257550920625,0,0.9741257550920625
2017-03-10,0.9741257550920625,0,0.9741257550920625
2017-03-13,0.9741257550920625,0,0.9741257550920625
2017-03-14,0.9741257550920625,0,0.9741257550920625
2017-03-15,0.9741257550920625,0,0.9741257550920625
2017-03-16,0.9741257550920625,0,0.9741257550920625
2017-03-17,0.9741257550920625,0,0.9741257550920625
2017-03-20,0.9741257550920625,0,0.9741257550920625
2017-03-21,0.9741257550920625,0,0.9741257550920625
2017-03-22,0.9741257550920625,0,0.9741257550920625
2017-03-23,0.9741257550920625,0,0.9741257550920625
2017-03-24,0.9741257550920625,0,0.9741257550920625
2017-03-27,0.9741257550920625,0,0.9741257550920625
2017-03-28,0.9741257550920625,0,0.9741257550920625
2017-03-29,0.9741257550920625,0,0.9741257550920625
2017-03-30,0.9741257550920625,0,0.9741257550920625
2017-03-31,0.9741257550920625,0,0.9741257550920625
2017-04-03,0.9741257550920625,0,0.9741257550920625
2017-04-04,0.9741257550920625,0,0.9741257550920625
2017-04-05,0.9741257550920625,0,0.9741257550920625
2017-04-06,0.9741257550920625,0,0.9741257550920625
2017-04-07,0.9741257550920625,0,0.9741257550920625
2017-04-10,0.9741257550920625,0,0.9741257550920625
2017-04-11,0.9741257550920625,0,0.9741257550920625
2017-04-12,0.9741257550920625,0,0.9741257550920625
2017-04-13,0.9741257550920625,0,0.9741257550920625
2017-04-14,0.9741257550920625,0,0.9741257550920625
2017-04-17,0.9741257550920625,0,0.9741257550920625
2017-04-18,0.9741257550920625,0,0.9741257550920625
2017-04-19,0.9741257550920625,0,0.9741257550920625
2017-04-20,0.9741257550920625,0,0.9741257550920625
2017-04-21,0.9741257550920625,0,0.9741257550920625
2017-04-24,0.9741257550920625,0,0.9741257550920625
2017-04-25,0.9741257550920625,0,0.9741257550920625
2017-04-26,0.9741257550920625,0,0.9741257550920625
2017-04-27,0.9741257550920625,0,0.9741257550920625
2017-04-28,0.9741257550920625,0,0.9741257550920625
2017-05-02,0.9741257550920625,0,0.9741257550920625
2017-05-04,0.9741257550920625,0,0.9741257550920625
2017-05-08,0.9741257550920625,0,0.9741257550920625
2017-05-10,0.9741257550920625,0,0.9741257550920625
2017-05-11,0.9741257550920625,0,0.9741257550920625
2017-05-12,0.9741257550920625,0,0.9741257550920625
2017-05-15,0.9741257550920625,0,0.9741257550920625
2017-05-16,0.9741257550920625,0,0.9741257550920625
2017-05-17,0.9741257550920625,0,0.9741257550920625
2017-05-18,0.9741257550920625,0,0.9741257550920625
2017-05-19,0.9741257550920625,0,0.9741257550920625
2017-05-22,0.9741257550920625,0,0.9741257550920625
2017-05-23,0.9741257550920625,0,0.9741257550920625
2017-05-24,0.9741257550920625,0,0.9741257550920625
2017-05-25,0.9741257550920625,0,0.9741257550920625
2017-05-26,0.9741257550920625,0,0.9741257550920625
2017-05-29,0.9741257550920625,0,0.9741257550920625
2017-05-30,0.9741257550920625,0,0.9741257550920625
2017-05-31,0.9741257550920625,0,0.9741257550920625
2017-06-01,0.9741257550920625,0,0.9741257550920625
2017-06-02,0.9757976965632456,1,0.77930060407365
2017-06-05,0.9798199127851879,1,0.77930060407365
2017-06-07,0.9823830897893668,1,0.77930060407365
2017-06-08,0.9825802572512268,1,0.77930060407365
2017-06-09,0.9776905041971007,1,0.77930060407365
2017-06-12,0.974535824807342,1,0.77930060407365
2017-06-13,0.9767046668878012,1,0.77930060407365
2017-06-14,0.9873122763358648,1,0.77930060407365
2017-06-15,0.9816997878086158,2,0.5829817200852645
2017-06-16,0.9727549161372737,2,0.5829817200852645
2017-06-19,0.9724878928129027,2,0.5829817200852645
2017-06-20,0.9617405067088027,1,0.7665447194674826
2017-06-21,0.9581914923953241,1,0.7665447194674826
2017-06-22,0.9677738310417162,1,0.7665447194674826
2017-06-23,0.9740437563288616,1,0.7665447194674826
2017-06-26,0.9719932147255185,1,0.7665447194674826
2017-06-27,0.9732945199737939,1,0.7665447194674826
2017-06-28,0.9739254558517456,1,0.7665447194674826
2017-06-29,0.9822459227422343,1,0.7665447194674826
2017-06-30,0.9871751092887323,1,0.7665447194674826
2017-07-03,0.9932873006063898,1,0.7665447194674826
2017-07-04,0.9918676948809984,1,0.7665447194674826
2017-07-05,0.9913156259877905,1,0.7665447194674826
2017-07-06,0.995061807763129,1,0.7665447194674826
2017-07-07,1.0011739990807864,1,0.7665447194674826
2017-07-10,1.000030427801999,1,0.7665447194674826
2017-07-11,0.9947069063317812,1,0.7665447194674826
2017-07-12,0.9899354537547711,1,0.7665447194674826
2017-07-13,0.9910790250335587,1,0.7665447194674826
2017-07-14,0.9857555035633409,1,0.7665447194674826
2017-07-17,0.9913550594801626,1,0.7665447194674826
2017-07-18,0.9932873006063898,1,0.7665447194674826
2017-07-19,0.9959457759522006,2,0.5667831215597892
2017-07-20,1.0071208199844215,2,0.5667831215597892
2017-07-21,1.0065533854002642,2,0.5667831215597892
2017-07-24,1.0074090856110072,2,0.5667831215597892
